commune,organisme,email,adresse_mairie,code_postal,ville,url
Barentin,Mairie - Barentin,accueil@ville-barentin.fr,Place de la Libération,76360,Barentin,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/a13b6ac0-9d92-42d8-99c2-034c9d169af2
Baromesnil,Mairie - Baromesnil,mairie.baromesnil@wanadoo.fr,1 route de Saint-Rémy,76260,Baromesnil,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/58222428-a83b-4faf-bcc4-dfa7a40f2c13
Bazinval,Mairie - Bazinval,bazinval2@wanadoo.fr,10 rue de Saulx,76340,Bazinval,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/c0ffe816-27a8-42d2-a7a3-22082eeac256
Beaubec-la-Rosière,Mairie - Beaubec-la-Rosière,mairie.de.beaubec.la.rosiere@wanadoo.fr,1 place de la Presle,76440,Beaubec-la-Rosière,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f92a6728-1800-4d64-aef9-ed59c7551083
Beaumont-le-Hareng,Mairie - Beaumont-le-Hareng,mairiebeaumontlehareng@orange.fr,1110 route d'Eawy,76850,Beaumont-le-Hareng,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/20eb3590-34e0-4086-9bf2-6c715b0d99fb
Beaurepaire,Mairie - Beaurepaire,mairie@beaurepaire76.fr,1 rue du Carreau,76280,Beaurepaire,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3091bdfe-1b65-4fdb-8e03-7e065ee4cc76
Beaussault,Mairie - Beaussault,mairie@beaussault.fr,460 rue Principale,76870,Beaussault,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b338acfa-4742-4c60-8a41-2dc8d3cc70fe
Beautot,Mairie - Beautot,mairie.de.beautot@wanadoo.fr,14 rue de l'Ancien-Château,76890,Beautot,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0193414e-681d-4b20-90cd-95ca9f765b49
Beauval-en-Caux,Mairie - Beauval-en-Caux,mairiebec@gmail.com,1 espace Raymond-et-André-Wemaere,76890,Beauval-en-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/7e1fe5e3-d4d8-42ec-a9ad-a44bb001b5c8
Beauvoir-en-Lyons,Mairie - Beauvoir-en-Lyons,mairie.beauvoirenlyons@wanadoo.fr,28 place du Commandant-Schloesing,76220,Beauvoir-en-Lyons,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/050970d2-fabc-44e9-a610-4031ac2c38fe
Bec-de-Mortagne,Mairie - Bec-de-Mortagne,bec-de-mortagne.mairie@wanadoo.fr,Route de la Vallée,76110,Bec-de-Mortagne,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9172330a-0dab-4b7a-bda7-f6c02cd80290
Belbeuf,Mairie - Belbeuf,contact@mairie-belbeuf.fr,3 rue du Général-de-Gaulle,76240,Belbeuf,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b733f9d8-8090-4e7b-8da6-a1e2a4cd2101
Bellencombre,Mairie - Bellencombre,commune@bellencombre.fr,2 route de Saint-Saëns,76680,Bellencombre,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/71e86e8f-f585-4998-9c57-8b6c5cf7bfca
Bellengreville,Mairie - Bellengreville,bellengreville.mairie@wanadoo.fr,3 place Saunier,76630,Bellengreville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/e257af45-192b-4906-be3f-0f316d9cdd13
Belleville-en-Caux,Mairie - Belleville-en-Caux,mairiedebelleville@wanadoo.fr,1 Place Vauquier du Traversain,76890,Belleville-en-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5afdd19d-3622-486d-9e60-e3077fe98987
Belmesnil,Mairie - Belmesnil,mairiebelmesnil@wanadoo.fr,45 route de la Mer,76590,Belmesnil,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d3dddd13-694b-43cd-8710-45cf690389a0
Bernières,Mairie - Bernières,mairie.bernieres@wanadoo.fr,275 rue de l'Église,76210,Bernières,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/53357e71-9f47-40dc-a1fd-dffc0a5c4a71
Bertheauville,Mairie - Bertheauville,mairie.bertheauville@wanadoo.fr,122 Grande rue,76450,Bertheauville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5c0952dd-38e1-4ef9-97f4-9309b5b459c1
Bertreville,Mairie - Bertreville,bertreville.mairie@wanadoo.fr,16 rue des Fleurs,76450,Bertreville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/912c8e90-e2f4-4a9a-b830-f1dd6879caf0
Bertreville-Saint-Ouen,Mairie - Bertreville-Saint-Ouen,mairie-bertreville-saint-ouen@wanadoo.fr,1 route de la Mairie,76590,Bertreville-Saint-Ouen,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ad923d5d-7623-4f0a-9b40-cb8422b0c3cb
Bertrimont,Mairie - Bertrimont,mairie.bertrimont@wanadoo.fr,9 rue du Nisbourg,76890,Bertrimont,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/de079852-19d8-4bef-a009-5757bb7b99e7
Berville-en-Caux,Mairie - Berville-en-Caux,mairie@bervilleencaux.fr,66 route d'Yerville,76560,Berville-en-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/86a3b2f8-6cfb-49ee-9a89-e0c2394b46a5
Berville-sur-Seine,Mairie - Berville-sur-Seine,mairiebervillesurseine@orange.fr,900 rue du Village,76480,Berville-sur-Seine,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/13ad1544-956f-4ac7-8dce-14b95959154d
Beuzeville-la-Grenier,Mairie - Beuzeville-la-Grenier,mairie-de-beuzeville-la-grenier@wanadoo.fr,2 place de la Mairie,76210,Beuzeville-la-Grenier,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/bedc40de-eecf-4ada-83b9-5f6193df2030
Beuzeville-la-Guérard,Mairie - Beuzeville-la-Guérard,mairie.beuzeville-la-guerard@cote-albatre.com,352 route de l'Église,76450,Beuzeville-la-Guérard,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/be44cc07-e6a2-4c91-b6f5-082d13e18670
Beuzevillette,Mairie - Beuzevillette,mairie.beuzevillette@wanadoo.fr,Place de la Mairie,76210,Beuzevillette,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/88693f28-27c8-42cf-bb26-5e9df0844139
Bierville,Mairie - Bierville,mairie@bierville.fr,152 rue des Fossés-Tremblés,76750,Bierville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3bc38f5a-1504-4b80-af8e-603646b95f1d
Bihorel,Mairie - Bihorel,dgs@ville-bihorel.fr,48 rue d'Étancourt,76420,Bihorel,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/05aac4ee-d112-4d37-ad4f-ed98a20465d2
Biville-la-Baignarde,Mairie - Biville-la-Baignarde,mairie.bivillebgde@wanadoo.fr,455 route de la Mer,76890,Biville-la-Baignarde,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/aeb95f82-de7c-4b04-b4d7-4a71fab74e69
Biville-la-Rivière,Mairie - Biville-la-Rivière,mairie.bivillelariviere@hotmail.fr,Rue de l'Ancienne-Distillerie,76730,Biville-la-Rivière,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9112964b-85f5-4968-be59-b978e99dbe09
Blacqueville,Mairie - Blacqueville,mairie@blacqueville.fr,55 route du Neufbosc,76190,Blacqueville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/276524c0-86b9-429b-b7c5-b7a06c44f076
Blainville-Crevon,Mairie - Blainville-Crevon,mairie-sg.blainville-crevon@wanadoo.fr,Place de la Mairie,76116,Blainville-Crevon,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/85ed01a9-2d78-4410-8f4d-996f73a00075
Blangy-sur-Bresle,Mairie - Blangy-sur-Bresle,contact@blangysurbresle.fr,1 place Georges-Durand,76340,Blangy-sur-Bresle,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/4ee53805-6ee7-432d-a60d-fab119477b75
Blosseville,Mairie - Blosseville,blosseville.mairie@wanadoo.fr,1 place de l'Église,76460,Blosseville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/be9cd76d-04b3-4ee2-a2d1-c831f5d57cf9
Bois-Guilbert,Mairie - Bois-Guilbert,mairie-bois-guilbert@orange.fr,388 route d'Argueuil,76750,Bois-Guilbert,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ce20f2e7-4b87-4add-aafa-3a29a3dc2933
Bois-Guillaume,Mairie - Bois-Guillaume,contact@ville-bois-guillaume.fr,31 place de la Libération,76230,Bois-Guillaume,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/e01b4b77-4725-4fbc-8313-7783d17cdf5a
Bois-Himont,Mairie - Bois-Himont,mairie.sg.boishimont@wanadoo.fr,94 rue de la Pierre-Noire,76190,Bois-Himont,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0b554e5a-a7cb-4446-a6ed-483be3057240
Bois-Héroult,Mairie - Bois-Héroult,mairie.boisheroult@wanadoo.fr,255 rue du Château,76750,Bois-Héroult,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5aa0a7d9-6322-41f6-8f9f-cc9ee4c4c3a5
Bois-d'Ennebourg,Mairie - Bois-d'Ennebourg,mairie@boisdennebourg.fr,290 rue de l'Église,76160,Bois-d'Ennebourg,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5c0b7e4c-eadb-4b69-9542-02bb25758801
Bois-l'Évêque,Mairie - Bois-l'Évêque,mairie.bois-leveque@wanadoo.fr,Rue Principale,76160,Bois-l'Évêque,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d0aedeb2-2b68-40c2-9d1f-2be9b00b447e
Boissay,Mairie - Boissay,mairie.boissay@orange.fr,102 rue du Colombier,76750,Boissay,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/de9381e7-4875-4083-a7a3-f209a9419a76
Bolbec,Mairie - Bolbec,communication@bolbec.fr,9 square du Général-Leclerc,76210,Bolbec,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/7eb4da19-76c4-4105-8f5e-bbf2db23f969
Bolleville,Mairie - Bolleville,mairiedebolleville@wanadoo.fr,Rue des Écoles,76210,Bolleville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/053b265f-7672-4de1-8da7-88cae2f4218a
Bonsecours,Mairie - Bonsecours,,56 route de Paris,76240,Bonsecours,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2403ced2-a4b3-4001-95fc-39792629b400
Boos,Mairie - Boos,contact@mairie-boos.com,Rue de Paris,76520,Boos,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8cbecb62-beec-4892-b7f0-6b8212b239ab
Bordeaux-Saint-Clair,Mairie - Bordeaux-Saint-Clair,mairie.bordeauxstclair@wanadoo.fr,2 place Le Bourg,76790,Bordeaux-Saint-Clair,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/02db19ed-0bc6-4f72-b81c-17084285b376
Bornambusc,Mairie - Bornambusc,mairie.bornambusc@wanadoo.fr,941 route de Goderville,76110,Bornambusc,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8c64e1e9-e07d-4934-8a58-a4d235cb4b81
Bosc-Bordel,Mairie - Bosc-Bordel,mairie.bosc-bordel@orange.fr,1 place des Bordes,76750,Bosc-Bordel,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/82977bb7-b689-4bd6-88b6-378d1ebe1533
Bosc-Bérenger,Mairie - Bosc-Bérenger,mairie.boscberenger@wanadoo.fr,416 rue de Caux,76680,Bosc-Bérenger,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/01114c0b-3a96-4a9b-ac6d-5a39f6b60586
Bosc-Guérard-Saint-Adrien,Mairie - Bosc-Guérard-Saint-Adrien,mairieboscguerard@orange.fr,1 route de Tendos,76710,Bosc-Guérard-Saint-Adrien,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/fe7c87dd-1567-4be6-b835-0b46d865dca9
Bosc-Hyons,Mairie - Bosc-Hyons,mairie-bosc-hyons@orange.fr,69 route Principale,76220,Bosc-Hyons,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/58fea9b3-fa06-4d3e-b2fb-9505cce46a59
Bosc-Mesnil,Mairie - Bosc-Mesnil,boscmesnil@wanadoo.fr,616 route du Centre,76680,Bosc-Mesnil,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9a76401e-cffd-4ef9-a092-09cb4a873f0e
Bosc-le-Hard,Mairie - Bosc-le-Hard,secretariat@mairie-bosc-le-hard.fr,217 place du Marché,76850,Bosc-le-Hard,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/fbef50bb-0849-4d1c-8736-024173c2a572
Bosc-Édeline,Mairie - Bosc-Édeline,secretariat@mairiedeboscedeline.fr,Le Bourg,76750,Bosc-Édeline,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/548df6c1-402a-4fd6-be28-cbec3635de95
Bosville,Mairie - Bosville,mairie.bosville@wanadoo.fr,3 place Georges-Durécu,76450,Bosville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0ef31e00-ecb9-4ec1-8653-884e0e08fa24
Boudeville,Mairie - Boudeville,mairie@boudeville76.fr,27 rue de la Mairie,76560,Boudeville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/7eac4ab2-d179-44e8-8ed9-00a78c7342a0
Bouelles,Mairie - Bouelles,mairie-sg.bouelles@wanadoo.fr,934 route du Bourg,76270,Bouelles,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/721b2459-2801-4962-99c9-4d19d788b8a6
Bourdainville,Mairie - Bourdainville,commune.bourdainville@wanadoo.fr,Place de la Mairie Rue de la Vallée,76760,Bourdainville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f98e22e6-627e-4d0b-ac64-8bbb01ee2b13
Bourville,Mairie - Bourville,mairie-sg-bourville@wanadoo.fr,Rue du Bourg,76740,Bourville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/a5b30cde-b500-419e-9038-ca34cd527c4f
Bouville,Mairie - Bouville,courrier@bouville.fr,65 rue du Château,76360,Bouville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d3267143-c846-4f98-a25a-7523dbfb6e8b
Brachy,Mairie - Brachy,mairiebrachy@wanadoo.fr,6 place Jacques-Clatot,76730,Brachy,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3afdea68-981f-4303-8f46-3a924527b5ce
Bracquetuit,Mairie - Bracquetuit,mairie@bracquetuit.net,96 rue du Puits,76850,Bracquetuit,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/747b096e-8313-4899-87d9-cfc24bc7e876
Bradiancourt,Mairie - Bradiancourt,mairie.bradiancourt@wanadoo.fr,1 place Louis-Rousselin,76680,Bradiancourt,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/978fce84-94d0-498f-a3b8-518026d13bb4
Brametot,Mairie - Brametot,mairiebrametot@wanadoo.fr,6 bis rue de l'Église,76740,Brametot,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/118da9b0-a01e-48aa-81b9-40f6563c04d8
Bretteville-Saint-Laurent,Mairie - Bretteville-Saint-Laurent,mairiebrettevillestlaurent@wanadoo.fr,20 route de l'Église,76560,Bretteville-Saint-Laurent,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/e22058a6-a0b3-4b3f-b193-fb1a180c6a52
